ranking,num,data,name,score
2048,(1494人评分),"
                         12话 /  2012年7月11日 / 卢恒宇、李姝洁                    ",十万个冷笑话 第一季,6.9
2049,(57人评分),"
                         1话 /  2016年7月16日 / 尾田栄一郎（「ONE PIECE」週刊少年ジャンプ連載中）                    ",海贼王 特别篇 黄金之心,6.7
2050,(612人评分),"
                         26话 /  2015年1月10日                    ",黑子的篮球 第三季,6.9
2051,(54人评分),"
                         2话 /  2001年3月22日                    ",头文字D Extra Stage,6.7
2052,(61人评分),"
                         1话 /  2005年12月18日                    ",海贼王时代剧 年底特别企画! 草帽小子路飞的捕头传,6.7
2053,(465人评分),"
                         6话 /  2011年5月25日 / 久米田康治                    ",妄想改造人改藏,6.9
2054,(280人评分),"
                         1话 /  2002年3月2日 / 志水淳儿 / 尾田荣一郎 / 小泉升                    ",海贼王 珍兽岛之乔巴王国,6.9
2055,(155人评分),"
                          1997年11月22日 / 森本晃司                    ",音响生命体,6.8
2056,(360人评分),"
                         13话 /  2003年7月15日 / 井出安軌 / Please! / 合田浩章                    ",拜托了双子星,6.9
2057,(295人评分),"
                         1话 /  2001年3月3日 / 志水淳儿 / 尾田荣一郎 / 井上荣作                    ",海贼王 发条岛的冒险,6.9
2058,(219人评分),"
                         23话 /  2007年10月4日 / 大畑晃一 / 藤島康介“逮捕しちゃうぞ”（讲谈社“アフタヌーンKCDX”掲载） / 中嶋敦子                    ",逮捕令 全速前进,6.9
2059,(255人评分),"
                         13话 /  2008年7月2日                    ",秀逗魔导士REVOLUTION,6.9
2060,(189人评分),"
                         5话 /  2014年5月16日                    ",天方魔谭MAGI 辛巴达的冒险,6.9
2061,(253人评分),"
                          2009年7月24日 / 謝立文                    ",麦兜响当当,6.9
2062,(88人评分),"
                         2话 /  2008年5月25日                    ",妻しぼり,6.8
2063,(139人评分),"
                          2001年07月14日 / 今沢哲男 / 中鶴勝祥                    ",数码暴龙03驯兽师之王 冒险者的战斗,6.8
2064,(707人评分),"
                         13话 /  2013年1月5日 / 山﨑みつえ / あべ美幸                    ",八犬传-东方八犬异闻-,6.9
2065,(55人评分),"
                         3话 /  2000年6月21日                    ",令人战栗的格林童话,6.7
2066,(632人评分),"
                         13话 /  2001年10月18日 / 浦田保則 / 平野耕太（少年画報社刊「月刊YOUNG KING OURs」連載） / 村田俊治                    ",皇家国教骑士团,6.9
2067,(231人评分),"
                         26话 /  2004年4月5日 / 真下耕一                    ",MADLAX,6.9
2068,(67人评分),"
                         28话 /  1999年10月5日 / 高橋ナオヒト / 介錯 / 千羽由利子                    ",钢铁天使核桃,6.7
2069,(75人评分),"
                         24话 /  2012-07-24 / 核桃 / 魔兽世界                    ",我叫MT 第六季,6.7
2070,(66人评分),"
                         1话 /  2008年11月9日 / 许诚毅                    ",功夫熊猫:盖世五侠的秘密,6.7
2071,(199人评分),"
                          2016年11月12日                    ",黄金拼图 Pretty Days,6.9
2072,(117人评分),"
                          2008年11月7日 / 埃瑞克·达尼尔、汤姆·迈克格拉斯                    ",马达加斯加2：逃往非洲,6.8
2073,(269人评分),"
                         1话 /  2012年12月4日                    ",滑头鬼之孙 零·泪·雪,6.9
2074,(464人评分),"
                         26话 /  2004年10月4日                    ",月咏,6.9
2075,(129人评分),"
                         12话 /  2017年7月14日 / 地獄少女プロジェクト                    ",地狱少女 宵伽,6.8
2076,(259人评分),"
                         1话 /  2013年2月22日                    ",一发失误S,6.9
2077,(3112人评分),"
                         12话 /  2007年7月3日 / 元永慶太郎 / オーバーフロー(Overflow) / ごとうじゅんじ                    ",日在校园,6.9
2078,(202人评分),"
                         13话 /  2016年4月1日 / 藤田和日郎「うしおととら」（週刊少年サンデー / 小学館）                    ",潮与虎 第二季,6.8
2079,(95人评分),"
                         2话 /  1999年7月23日 / 村上真紀 / 飯島弘也                    ",万有引力OVA,6.8
2080,(272人评分),"
                         51话 /  1993年4月2日 / 矢立肇、富野由悠季                    ",机动战士V高达,6.9
2081,(121人评分),"
                          1981 / 钱家骍、王柏荣 / 张世明                    ",南郭先生,6.8
2082,(325人评分),"
                         1话 /  2006年3月4日 / 宇田钢之介 / 尾田荣一郎 / 井上荣作                    ",海贼王 机关城的机械巨兵,6.9
2083,(119人评分),"
                          2012年5月19日 / 宇田鋼之介 / 川口雅幸                    ",虹色萤火虫～永远的暑假～,6.8
2084,(135人评分),"
                         4话 /  2014年4月3日                    ",精灵宝可梦XY特别篇 最强Mega进化,6.8
2085,(60人评分),"
                         20话 /  2013年4月25日                    ",精灵宝可梦 超级愿望 第2季 德科罗拉大冒险,6.7
2086,(174人评分),"
                          1997年12月20日                    ",浪客剑心 维新志士的镇魂歌,6.8
2087,(166人评分),"
                         5话 /  2010年11月05日 / 地獄のミサワ                    ",好帅好可爱宣言!,6.8
2088,(291人评分),"
                         3话 /  2008年7月25日 / 碧岐龍成 / 玄鉄絢 / 聖月                    ",少女派别,6.9
2089,(3678人评分),"
                         16话 /  2013年4月6日 / 伏見つかさ                    ",我的妹妹哪有这么可爱。,6.9
2090,(53人评分),"
                         22话 /  1998年10月17日 / 樱野みねね                    ",守护月天,6.6
2091,(63人评分),"
                         1话 /  2011-11-01                    ",黄金狗剩,6.7
2092,(538人评分),"
                          2011年3月26日 / 羽原信義 / 吉永裕ノ介 / 乘田拓茂                    ",破刃之剑 第六章 恸哭之寨,6.9
2093,(1389人评分),"
                         1话 /  2012年5月25日 / 水島努 / 綾辻行人                    ",Another 第0话,6.9
2094,(1363人评分),"
                         1话 /  2004年4月17日 / 山本泰一郎 / 青山剛昌 / 須藤昌朋                    ",名侦探柯南 银翼的魔术师,6.9
2095,(187人评分),"
                          2017年4月15日                    ",结城友奈是勇者 -鹫尾须美之章- 第2章 魂,6.8
2096,(286人评分),"
                         95话 /  2000-09-09 / Phil Weinstein & Frank Squillace                    ",成龙历险记,6.8
2097,(181人评分),"
                         102话 /  2005年4月3日 / 奥脇雅晴→川口敬一郎 / 安西信行 / 小丸敏之                    ",MÄR 魔法世界,6.8
2098,(114人评分),"
                         1话 /  2012-04-19 / 宋尚                    ",地铁大逃杀,6.8
2099,(83人评分),"
                         13话 /  2015年10月11日 / 西田大介 / バケタンブログ / ハッム                    ",无论如何都想加入生肖,6.7
2100,(100人评分),"
                         26话 /  2006年                    ",中华小子,6.8
2101,(486人评分),"
                         13话 /  2008年4月5日 / 冈本英树 / 岛沢ノリコ                    ",初音岛II 第二季,6.9
2102,(651人评分),"
                         8话 /  2016年7月3日                    ",亚尔斯兰战记 风尘乱舞,6.9
2103,(990人评分),"
                         12话 /  2009年10月1日 / 川口敬一郎 / 藤原里                    ",猫愿三角恋,6.9
2104,(208人评分),"
                         1话 /  2010年7月21日                    ",家庭教师HITMAN REBORN！彭格列式修学旅行、来了！,6.8
2105,(61人评分),"
                         13话 /  2011年6月13日 / 浜名孝行 / 士郎正宗 / 後藤隆幸                    ",苹果核战记XIII,6.7
2106,(182人评分),"
                         1话 /  2011年4月15日                    ",妖精的尾巴 欢迎来到 Fairy Hills!!,6.8
2107,(182人评分),"
                         10话 /  2010年8月5日 / カプコン「モンスターハンター」シリーズ                    ",怪物猎人日记 岌岌可危的猫猫村 ☆猫猫千钧一发☆,6.8
2108,(142人评分),"
                         13话 /  2013年4月6日                    ",你好七叶 第二季,6.8
2109,(322人评分),"
                         1话 /  2004年3月6日 / 竹之内和久 / 尾田栄一郎                    ",海贼王 被诅咒的圣剑,6.9
2110,(284人评分),"
                         1话 /  2000年3月4日 / 志水淳儿 / 尾田荣一郎 / 久田和也、小泉升                    ",海贼王 黄金岛大冒险,6.8
2111,(239人评分),"
                          日本：2006-07-15、韩国：2006-07-20、美国：2007-04-03等 / 湯山邦彦 / 田尻智、増田順一、杉森建 / 毛利和昭、松原徳弘、一石小百合、山田俊也                    ",剧场版 精灵宝可梦超世代：宝可梦保育家与苍海的王子 玛纳霏,6.8
2112,(303人评分),"
                         52话 /  1995年4月6日 / 亀垣一 / 渡瀬悠宇 / 北山真理、本橋秀之                    ",不可思议的游戏,6.9
2113,(255人评分),"
                         1话 /  2012年6月27日 / 麦克·特米尔 / 史蒂夫·马蒂诺                    ",冰川时代4：大陆漂移,6.9
2114,(114人评分),"
                         12话 /  2007年7月6日 / 池端隆史 / 御形屋はるか / 大木良一                    ",蛋黄酱萝莉,6.8
2115,(76人评分),"
                          2009年1月25日                    ",爆炸头武士：复活,6.7
2116,(362人评分),"
                         1话 /  2009                    ",名侦探柯南 十年后的陌生人,6.9
2117,(147人评分),"
                          2006年8月19日 / 篠原俊哉 / コーエー                    ",遥远时空中 舞一夜,6.8
2118,(185人评分),"
                         2话 /  2009年5月29日 / 高木秀文 / 稲荷家房之介 / 中野繭子（スタジオライブ）                    ",百日蔷薇,6.8
2119,(186人评分),"
                         420话 /  1981年9月12日                    ",蓝精灵,6.8
2120,(143人评分),"
                          2016年3月5日 / 八鍬新之介                    ",哆啦A梦 新·大雄的日本诞生,6.8
2121,(644人评分),"
                         3话 /  2013年12月9日                    ",进击的巨人 OAD,6.9
2122,(124人评分),"
                         26话 /  1999年10月8日 / まついひとゆき / 写楽麿/小畑健 / 小林利充                    ",傀儡师左近,6.8
2123,(2977人评分),"
                         12话 /  2013年1月9日 / 山田尚子 / 堀口悠紀子                    ",玉子市场,6.9
2124,(580人评分),"
                         25话 /  2007年10月6日 / カサヰケンイチ / エンターブレイン                    ",君吻 pure rouge,6.9
2125,(68人评分),"
                          1981年8月22日                    ",Daicon3 开幕动画,6.7
2126,(314人评分),"
                         2话 /  2010年7月2日 / 松尾衡 / 石井久美                    ",红 Kurenai OVA,6.9
2127,(148人评分),"
                         1话 /  2004年12月15日 / 山内則康 / 河下水希 / 山内則康                    ",草莓100% 恋爱开始!? 摄影合宿 ～动摇的心向东向西～,6.8
2128,(78人评分),"
                          1950年2月15日 / Clyde Geronimi Hamilton S. Luske Wilfred Jackson                    ",灰姑娘,6.7
2129,(250人评分),"
                         2话 /  2007年5月25日                    ",初犬 The Animation,6.8
2130,(102人评分),"
                         15话 /  2001年5月17日                    ",高达 EVOLVE,6.8
2131,(82人评分),"
                         24话 /  2007年10月2日 / 西田正義 / 熊倉隆敏 / 河口俊夫                    ",物怪,6.7
2132,(194人评分),"
                         1话 /  日本：2009-07-18、美国：2009-11-20（Cartoon Network）、台湾：2010-06-25（中华电信MOD）等 / 湯山邦彦                    ",剧场版 精灵宝可梦DP：阿尔宙斯 超克的时空,6.8
2133,(146人评分),"
                         4话 /  2007年6月8日 / 株式会社バンダイナムコゲームス / 松島晃                    ",仙乐传说,6.8
2134,(1825人评分),"
                         25话 /  2012年10月7日 / 大高忍                    ",天方魔谭MAGI,6.9
2135,(57人评分),"
                         48话 /  2015年11月20日 / ちょぼらうにょぽみ（スクウェア・エニックス『拡散性ミリオンアーサー』『乖離性ミリオンアーサー』より）                    ",弱酸性百万亚瑟王,6.6
2136,(769人评分),"
                         12话 /  2016年4月7日 / 琴慈『あんハピ♪』 （まんがタイムきららフォワード　芳文社刊）                    ",Anne Happy♪,6.9
2137,(668人评分),"
                         12话 /  2015年7月2日                    ",城下町的蒲公英,6.9
2138,(54人评分),"
                          2008年4月19日 / 本郷みつる / 臼井儀人 / 林静香、高倉佳彦、原勝徳等                    ",蜡笔小新 呼风唤雨！金矛之勇者,6.6
2139,(218人评分),"
                         1话 /  2016年1月5日                    ",赤发白雪姬 OAD,6.8
2140,(243人评分),"
                         1话 /  2014年3月28日                    ",未确认进行式 OAD,6.8
2141,(477人评分),"
                         1话 /  2015年5月30日                    ",潜行吧！奈亚子F,6.9
2142,(192人评分),"
                         1话 /  2010年10月2日 / 長沼範裕 / 雪丸もえ                    ",绯色恋,6.8
2143,(87人评分),"
                         1话 /  2014年11月26日 / カサヰケンイチ / 影木栄貴×蔵王大志（KADOKAWA 角川書店『CIEL』連載） / 伊東葉子                    ",LOVE STAGE!! OAD,6.7
2144,(260人评分),"
                         11话 /  2006年4月13日 / 錦織博 / 樹なつみ / 逢坂浩司                    ",兽王星,6.8
2145,(1153人评分),"
                         12话 /  2016年4月9日 / 信田ユウ / 中村直人                    ",高校舰队,6.9
2146,(3047人评分),"
                         12话 /  2011年7月2日                    ",神的记事本,6.9
2147,(130人评分),"
                         25话 /  2016年4月9日 / 高橋留美子「境界のRINNE」（週刊少年サンデー / 小学館）                    ",境界的轮回 第二季,6.8
2148,(945人评分),"
                         13话 /  2009年2月14日 / 武本康弘 / 谷川流                    ",鹤屋和熏干酪,6.9
2149,(2025人评分),"
                         366话 /  2004年10月5日 / 阿部記之                    ",死神,6.9
2150,(1827人评分),"
                         12话 /  2012年1月6日 / 柳沢テツヤ / 石踏一榮 / ごとうじゅんじ                    ",High School D×D,6.9
2151,(651人评分),"
                         14话 /  2015年7月3日                    ",若叶女孩,6.9
2152,(109人评分),"
                          2002年6月21日                    ",星际宝贝,6.7
2153,(412人评分),"
                         2话 /  2012年9月6日                    ",High School D×D OAD,6.8
2154,(62人评分),"
                          1993年7月24日 / 本郷みつる / 臼井儀人 / 小川博司                    ",蜡笔小新之动感超人大战泳装魔王,6.6
2155,(125人评分),"
                          1998-11-25                    ",虫虫危机,6.8
2156,(419人评分),"
                         50话 /  2013年4月7日                    ",机动战士高达SEED DESTINY HD重制版,6.8
2157,(301人评分),"
                         13话 /  2016年7月8日 / カサヰケンイチ / 天野こずえ (ブレイドコミックス/マッグガーデン刊) / 伊東葉子                    ",蓝海少女,6.8
2158,(91人评分),"
                         26话 /  2016年9月27日 / 岩本晶                    ",喵楞！,6.7
2159,(545人评分),"
                         12话 /  2015年7月5日 / 山冈实 / 古佐小吉重                    ",和歌子酒,6.9
2160,(1124人评分),"
                         12话 /  2008年12月22日 / 名和宗則 / ぢたま某（讲谈社《别册Young Magazine》连载） / 下谷智之                    ",亲吻姐姐OAD,6.9
2161,(53人评分),"
                         20话 /  2000年10月22日                    ",学校怪谈,6.6
2162,(79人评分),"
                         13话 /  2008年10月2日 / 阿部雅司 / 武論尊、原哲夫 / 丸藤广贵                    ",北斗神拳拉欧外传-天之霸王,6.7
2163,(170人评分),"
                          2002年7月20日 / 今村隆寛 / 中鶴勝祥                    ",数码暴龙04无限地带 古代数码宝贝复活,6.8
2164,(368人评分),"
                          2013年6月8日 / 牧原亮太郎 / 北田勝彦                    ",HAL,6.8
2165,(133人评分),"
                         51话 /  2001年1月08日 / 川瀬敏文 / 青木たかお（小学館「コロコロコミック」連載）                    ",爆旋陀螺,6.8
2166,(111人评分),"
                         12话 /  2007年3月28日 / 西森章 / 桐原いづみ（『コミックハイ!』連載） / 須藤昌朋、山中純子                    ",初瓣,6.7
2167,(52人评分),"
                          1986年12月20日 / 鳥山明                    ",龙珠 神龙传说,6.6
2168,(65人评分),"
                         4话 /  2012/05/25                    ",ストリンジェンド～エンジェルたちのプライベートレッスン～ コアMIX メガ盛り オカズですよ,6.6
2169,(94人评分),"
                         1话 /  2005年11月25日                    ",夜勤病棟 Kranke 七瀬恋,6.7
2170,(196人评分),"
                         13话 /  2000年10月2日 / ときたひろこ / 松下容子 (「花とゆめ」白泉社) / 中山由美                    ",暗之末裔,6.8
2171,(430人评分),"
                         1话 /  2013年3月30日                    ",龙珠Z 神与神,6.8
2172,(69人评分),"
                         1话 /  2014-04-11(中国大陆/美国) / 卡洛斯·沙尔丹哈                    ",里约大冒险2,6.7
2173,(204人评分),"
                          2015年9月25日                    ","Wake Up, Girls! 青春之影",6.8
2174,(359人评分),"
                         4话 /  2009年1月21日 / 私屋カヲル                    ",萝莉的时间 2学期,6.8
2175,(157人评分),"
                         65话 /  1997-09-01                    ",101忠狗,6.8
2176,(59人评分),"
                          2004年12月4日 / 本郷みつる / 윤인완、양경일                    ",新暗行御史,6.6
2177,(53人评分),"
                         1话 /  2008/07/25                    ",放課後2～紗由理～,6.6
2178,(2052人评分),"
                         12话 /  2011年10月8日 / アサウラ                    ",便·当,6.9
2179,(100人评分),"
                         3话 /  2013年3月27日                    ",迷你偶像 OAD,6.7
2180,(147人评分),"
                          2014年6月7日                    ",女神异闻录3 剧场版 第二章 仲夏骑士之梦,6.8
2181,(186人评分),"
                         1话 /  2009年9月26日 / 神山健治 / 神山健治 / 森川聡子                    ",东之伊甸 总集篇 Air Communication,6.8
2182,(96人评分),"
                          2012年3月3日                    ",哆啦A梦 大雄与奇迹之岛～动物历险记～,6.7
2183,(54人评分),"
                         24话 /  2006年10月5日                    ",赐予护女神的祝福,6.6
2184,(180人评分),"
                         4话 /  2009年1月23日 / ぼっしぃ                    ",水着彼女～THE ANIMATION～,6.8
2185,(134人评分),"
                         7话 /  2012年4月20日                    ",新网球王子OVA,6.7
2186,(138人评分),"
                         26话 /  2015年12月24日 / くろせ                    ",小桃小栗 Love Love物语,6.8
2187,(2059人评分),"
                         12话 /  2007年7月8日 / ヤマグチノボル / 藤井昌宏                    ",零之使魔 双月骑士,6.9
2188,(153人评分),"
                         1话 /  2011年6月17日                    ",妖精的尾巴 妖精学园 不良少年与大姐头,6.8
2189,(179人评分),"
                         1话 /  1999年6月18日                    ",泰山,6.8
2190,(92人评分),"
                         12话 /  1994年10月7日 / 坂田純一 / 桂正和                    ",再造基因,6.7
2191,(3651人评分),"
                         13话 /  2013年10月2日 / 石立太一 / 門脇未来                    ",境界的彼方,6.9
2192,(239人评分),"
                         1话 /  2015年1月7日                    ",魔女的使命 OAD,6.8
2193,(148人评分),"
                         26话 /  2006年10月6日 / 矢立肇、高橋良輔 / コザキユースケ                    ",幕末机关说,6.8
2194,(247人评分),"
                          日本：2010-07-10、台湾：2010-07-30、美国：2011-02-05等 / 汤山邦彦 / 田尻智 / 毛利和昭                    ",剧场版 精灵宝可梦DP：幻影的霸者 索罗亚克,6.8
2195,(457人评分),"
                         1话 /  2015年1月31日                    ",苍蓝钢铁的琶音 DC,6.8
2196,(1749人评分),"
                         26话 /  2008年4月3日 / 加戸誉夫 / 矢吹健太朗・長谷見沙貴 / 岡勇一                    ",出包王女,6.9
2197,(127人评分),"
                         25话 /  2015年10月3日 / みずしな孝之「いとしのムーコ」（講談社「イブニング」連載）                    ",家有穆珂,6.7
2198,(78人评分),"
                         24话 /  2016年5月7日                    ",RWBY Chibi,6.7
2199,(53人评分),"
                         3话 /  2005年1月25日 / 雷火剣 / BISHOP                    ",放课后～濡湿的制服～,6.5
2200,(1014人评分),"
                         12话 /  2015年1月5日 / 幾原邦彦 / イクニゴマモナカ                    ",百合熊风暴,6.9
2201,(129人评分),"
                         1话 /  2016年2月13日 / LRIG                    ",选择破坏者WIXOSS,6.8
2202,(144人评分),"
                         12话 /  2017年7月9日 / 渋谷秀                    ",人马小姐不迷茫,6.8
2203,(62人评分),"
                         1话 /  2016年5月13日 / Clay Kaytis / Fergal Reilly                    ",愤怒的小鸟,6.6
2204,(2904人评分),"
                         12话 /  2014年7月5日 / あおきえい / Olympus Knights / 松本昌子                    ",ALDNOAH.ZERO,6.9
2205,(52人评分),"
                         3话 /  1999年4月2日                    ",臭作,6.6
2206,(3044人评分),"
                         14话 /  2014年10月6日 / 賀東招二                    ",甘城光辉游乐园,6.9
2207,(81人评分),"
                         42话 /  1997年7月19日 / 阿部記之 / 安西信行 / 北山真理、若林厚史                    ",烈火之炎,6.7
2208,(207人评分),"
                         13话 /  2017年4月4日 / バンダイナムコエンターテインメント                    ",偶像大师 灰姑娘女孩剧场,6.8
2209,(51人评分),"
                         2话 /  2006/02/25 / ブルゲ ON DEMAND                    ",ミセスジャンキー,6.5
2210,(56人评分),"
                         1话 /  2000年6月5日                    ",鸟！鸟！鸟！,6.6
2211,(196人评分),"
                          2011年6月4日 / 野村和也 / CAPCOM                    ",战国BASARA 剧场版 -The Last Party-,6.8
2212,(187人评分),"
                         3话 /  2016年5月6日 / 桜井画門                    ",亚人 OAD,6.8
2213,(59人评分),"
                         1话 /  2011年2月2日 / 中西伸彰                    ",真・恋姬无双～少女大乱～ OVA,6.6
2214,(136人评分),"
                         1话 /  2013年8月8日                    ",飙速宅男 OAD,6.7
2215,(273人评分),"
                         13话 /  2015年10月2日 / 高嶋友也                    ",影鳄,6.8
2216,(289人评分),"
                         1话 /  2012年11月30日                    ",潜行吧！奈亚子 OVA,6.8
2217,(198人评分),"
                         1话 /  2014年12月26日                    ",江户川柯南失踪事件～史上最糟糕的两天～,6.8
2218,(99人评分),"
                         1话 /  2015年4月4日 / 元永慶太郎 / 「ペルソナ3」（アトラス）                    ",女神异闻录3 剧场版 第三章 秋降,6.7
2219,(567人评分),"
                         24话 /  2014年10月7日                    ",拂晓的尤娜,6.8
2220,(55人评分),"
                         13话 /  2004年1月13日 / ボブ白旗 / 広井王子 / 千葉道徳                    ",向北,6.5
2221,(714人评分),"
                         26话 /  2003年7月5日                    ",初音岛,6.9
2222,(460人评分),"
                         2话 /  2014年11月21日 / 村田和也 / オケアノス / 田代雅子                    ",翠星之加尔刚蒂亚～遥远的巡回航路～,6.8
2223,(77人评分),"
                         5话 /  2007年10月26日 / 西村純二 / 喬林知 / 工藤裕加                    ",今天开始做魔王 OVA,6.6
2224,(90人评分),"
                         11话 /  2006年10月12日                    ",工作狂人,6.7
2225,(172人评分),"
                         3话 /  2005年7月25日                    ",黑暗圣经 Only,6.8
2226,(81人评分),"
                         26话 /  2011年10月3日 / 菊池勝也 / ジー・モード                    ",战国☆天堂-极-,6.7
2227,(182人评分),"
                         39话 /  2003 / 杨勇 傅燕                    ",Q版三国,6.8
2228,(3753人评分),"
                         24话 /  2012年4月6日 / 川原礫                    ",加速世界,6.9
2229,(137人评分),"
                         7话 /  2009年12月23日                    ",黑礁 特典小剧场,6.7
2230,(449人评分),"
                         11话 /  2016年4月8日 / 芦名みのる / 長月達平（MF文庫J「Re：ゼロから始める異世界生活」KADOKAWA刊）                    ",Re：从零开始的休息时间,6.8
2231,(150人评分),"
                         1话 /  2009年9月18日 / 菲尔·罗德 / 克里斯托弗·米勒                    ",天降美食,6.8
2232,(124人评分),"
                         8话 /  2016年11月25日 / 松井優征                    ",暗杀教室 第二季 课外授课篇,6.7
2233,(61人评分),"
                         2话 /  1998年12月19日 / 平井摩利 (「月刊LaLa」白泉社) / 小林多加志                    ",火宵之月～秋狂言～,6.6
2234,(63人评分),"
                         3话 /  2002/12/24                    ",VIPER -GTS-,6.6
2235,(320人评分),"
                         1话 /  2013年3月10日                    ",晚餐,6.8
2236,(394人评分),"
                         1话 /  2012年8月11日                    ",丹特丽安的书架 荆姬,6.8
2237,(153人评分),"
                         24话 /  2006年4月16日 / 大橋誉志光 / Top Cow Productions,Inc. / うのまこと                    ",魔女之刃,6.7
2238,(88人评分),"
                         3话 /  2003年2月21日                    ",萤子,6.7
2239,(170人评分),"
                         26话 /  2005-01-08                    ",魔豆传奇,6.8
2240,(2044人评分),"
                         27话 /  2010年4月1日 / 桜井弘明 / 藤原ヒロ (白泉社「月刊LaLa」連載) / 井本由紀                    ",会长是女仆大人,6.9
2241,(398人评分),"
                         13话 /  2009年1月12日                    ",秀逗魔导士EVOLUTION-R,6.8
2242,(544人评分),"
                         13话 /  2016年7月8日 / 宇野朴人 / 香月邦夫、平野勇一                    ",发条精灵战记 天镜的极北之星,6.8
2243,(1326人评分),"
                         12话 /  2014年10月2日 / 國行由里江                    ",电器街的漫画店,6.9
2244,(57人评分),"
                         10话 /  2014年10月29日                    ",新网球王子 OVA 对战Genius10,6.5
2245,(800人评分),"
                         1话 /  2015年2月25日 / 水島努 （剧中：木下誠一） / 武蔵野アニメーション / 森島範子 （剧中：小笠原綸子）                    ",Exodus!,6.8
2246,(568人评分),"
                         1话 /  2010年10月29日                    ",文学少女 翱翔于天空的天使的镇魂曲,6.8
2247,(218人评分),"
                         38话 /  2012年6月4日 / 原泰久                    ",王者天下,6.8
2248,(93人评分),"
                         1话 /  2008 / Guillaume Chartier                    ",洗衣日,6.7
2249,(1255人评分),"
                         10话 /  2013年7月7日 / 小玉有起                    ",血意少年,6.9
2250,(488人评分),"
                         3话 /  2009年11月27日                    ",一发失误,6.8
2251,(134人评分),"
                         6话 /  2004年4月25日                    ",新・黑暗圣经,6.7
2252,(74人评分),"
                         4话 /  2005/08/25 / みやびつづる                    ",肉嫁～高柳家の人々～,6.6
2253,(1424人评分),"
                         12话 /  2011年4月7日 / 黒田bb                    ",A频道,6.8
2254,(135人评分),"
                          1996年8月3日 / りんたろう / CLAMP / 結城信輝                    ",X战记,6.7
2255,(68人评分),"
                         1话 /  2005年5月27日                    ",夜勤病棟 Kranke 児玉ひかる,6.6
2256,(73人评分),"
                         2话 /  2003年12月20日                    ",肉体转移,6.6
2257,(1084人评分),"
                         12话 /  2016年10月1日 / 藤森雅也                    ",终末的伊泽塔,6.8
2258,(61人评分),"
                         12话 /  2006年4月8日 / やまざきかずお / 植芝理一 / 島村秀一、中原清隆                    ",梦使,6.6
2259,(123人评分),"
                         25话 /  2013年4月3日 / ラレコ                    ",学活！ 第二季,6.7
2260,(53人评分),"
                         13话 /  2007年4月5日                    ",钢铁神吉克,6.5
2261,(93人评分),"
                         5话 /  2005年11月25日 / Candy Soft                    ",跟大姐姐一起做吧！,6.7
2262,(630人评分),"
                         26话 /  2006年10月3日 / 森邦宏 / 結城光流 / 田頭しのぶ                    ",少年阴阳师,6.8
2263,(156人评分),"
                         2话 /  2005年12月14日 / 河下水希                    ",草莓100% Special,6.8
2264,(893人评分),"
                         12话 /  2015年4月9日 / 上村泰 / MAGES./フジテレビ / 岩崎将大                    ",Punch Line,6.8
2265,(173人评分),"
                         26话 /  2003年4月5日 / 木下さくら                    ",魔侦探洛基,6.7
2266,(489人评分),"
                         13话 /  2003年10月8日 / 山口祐司 / ROOT(オービット) / 西田亜沙子                    ",暗与帽子与书之旅人,6.8
2267,(1117人评分),"
                         14话 /  2016年10月10日 / 村山公輔 / 比村奇石                    ",星期一的丰满,6.8
2268,(143人评分),"
                         25话 /  2007年10月2日                    ",魔人侦探脑啮涅罗,6.7
2269,(84人评分),"
                         78话 /  2003年 / 张跃                    ",小虎还乡,6.6
2270,(182人评分),"
                          2011年8月13日                    ",永远之久远 第三章 梦幻的连座,6.8
2271,(214人评分),"
                         4话 /  2014年12月26日                    ",兰斯01 寻找小光,6.8
2272,(1458人评分),"
                         13话 /  2011年7月5日 / やまむらはじめ                    ",神样DOLLS,6.8
2273,(1123人评分),"
                         26话 /  2012年1月8日                    ",创圣的大天使EVOL,6.8
2274,(452人评分),"
                         24话 /  2009年7月2日 / 迫井政行 / 今井神                    ",死刑判决,6.8
2275,(68人评分),"
                         1话 /  2013年1月1日 / Mikeinel                    ",和我一起来画吧：我爱你,6.6
2276,(291人评分),"
                         1话 /  2004-11-05(美国)                    ",超人总动员,6.8
2277,(118人评分),"
                         13话 /  2004年1月4日 / 梅津泰臣 / 梅津泰臣 / 梅津泰臣                    ",危险代理人,6.7
2278,(288人评分),"
                         44话 /  1999年2月13日 / 梅澤淳稔 / 種村有菜 / 香川久                    ",神风怪盗贞德,6.8
2279,(177人评分),"
                         63话 /  2009年10月4日 / 松本夏実 / 秋山由樹子                    ",梦色蛋糕师,6.8
2280,(60人评分),"
                         1话 /  2002年12月3日                    ",头山,6.6
2281,(96人评分),"
                         6话 /  2002年8月23日                    ",魔法护士小麦,6.6
2282,(515人评分),"
                         3话 /  2006年7月14日 / 西澤晋 / 矢立肇、富野由悠季 / 大貫健一                    ",机动战士高达SEED C.E.73 观星者,6.8
2283,(418人评分),"
                         12话 /  2009年1月11日 / 高橋敦史 / カサハラテツロー                    ",背骑少女,6.8
2284,(59人评分),"
                          1991年3月9日 / 鳥山明                    ",龙珠Z 超级赛亚人孙悟空,6.5
2285,(65人评分),"
                          1964 / 尤磊 / 高玉宝 / 谢洪宾                    ",半夜鸡叫,6.6
